school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,source_file
ms,f,15.0,r,GT3,T,1,1,at_home,services,other,mother,1,1.0,1.0,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6.0,10.0,10.0,10.0,student-por-dirty.csv
ms,f,15.0,r,GT3,T,3,3,at_home,other,course,mother,2,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4.0,10.0,10.0,11.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,2,3,at_home,services,course,mother,2,2.0,0.0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0.0,16.0,17.0,17.0,student-por-dirty.csv
ms,f,15.0,r,LE3,T,2,1,at_home,other,home,Mother,2,1.0,0.0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0.0,6.0,8.0,9.0,student-por-dirty.csv
ms,m,16.0,r,LE3,A,4,4,at_home,other,home,mother,1,2.0,0.0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5.0,10.0,11.0,11.0,student-por-dirty.csv
ms,m,16.0,u,GT3,A,1,2,other,other,other,mother,1,3.0,0.0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0.0,10.0,11.0,11.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,3,2,at_home,other,course,father,1,2.0,1.0,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0.0,10.0,10.0,10.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,1,1,other,other,other,father,1,1.0,1.0,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0.0,6.0,6.0,7.0,student-por-dirty.csv
ms,f,15.0,r,GT3,T,4,4,other,other,course,mother,2,1.0,0.0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0.0,13.0,14.0,14.0,student-por-dirty.csv
ms,f,16.0,u,LE3,A,2,2,at_home,other,reputation,mother,2,4.0,0.0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4.0,10.0,9.0,11.0,student-por-dirty.csv
ms,f,15.0,r,LE3,T,1,1,at_home,services,reputation,father,2,2.0,0.0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0.0,10.0,10.0,10.0,student-por-dirty.csv
ms,f,15.0,r,LE3,T,1,1,other,services,course,mother,2,1.0,1.0,no,yes,no,no,yes,yes,nan,yes,4,4,3,1,2,2,4.0,6.0,7.0,8.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,0,2,other,other,other,mother,2,1.0,0.0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0.0,12.0,11.0,12.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,2,3,other,other,course,mother,2,1.0,0.0,no,yes,no,no,yes,yes,nan,no,5,5,5,1,3,3,2.0,10.0,11.0,12.0,student-por-dirty.csv
ms,f,15.0,r,GT3,T,3,3,other,services,course,father,2,1.0,0.0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0.0,14.0,16.0,16.0,student-por-dirty.csv
ms,m,16.0,u,GT3,T,1,1,other,services,home,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0.0,7.0,0.0,0.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,1,1,other,other,home,mother,1,2.0,0.0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4.0,8.0,9.0,9.0,student-por-dirty.csv
ms,m,15.0,r,LE3,T,4,1,health,services,reputation,father,1,8.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0.0,12.0,13.0,14.0,student-por-dirty.csv
ms,m,15.0,r,LE3,T,4,1,health,services,reputation,father,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7.0,7.0,9.0,8.0,student-por-dirty.csv
ms,m,16.0,r,GT3,T,3,4,other,health,other,mother,3,2.0,0.0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4.0,9.0,10.0,11.0,student-por-dirty.csv
ms,m,15.0,r,GT3,T,1,1,other,other,course,mother,4,2.0,0.0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8.0,7.0,9.0,9.0,student-por-dirty.csv
ms,m,15.0,u,LE3,T,3,3,at_home,at_home,reputation,father,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0.0,11.0,11.0,11.0,student-por-dirty.csv
ms,m,17.0,r,GT3,T,2,1,other,other,other,mom,3,1.0,0.0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8.0,8.0,10.0,9.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,4,4,teacher,teacher,course,mother,2,3.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6.0,16.0,16.0,17.0,student-por-dirty.csv
ms,f,15.0,r,GT3,T,1,2,other,services,course,mother,2,1.0,0.0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3.0,11.0,13.0,13.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,2,3,other,services,course,mother,3,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2.0,15.0,15.0,15.0,student-por-dirty.csv
ms,m,16.0,r,GT3,T,1,2,other,other,course,father,2,2.0,0.0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0.0,10.0,11.0,11.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,2,2,other,other,course,mother,3,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4.0,9.0,10.0,11.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,1,2,other,services,course,mother,1,3.0,1.0,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0.0,10.0,8.0,8.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,1,2,other,services,course,mother,1,3.0,1.0,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3.0,9.0,8.0,8.0,student-por-dirty.csv
ms,f,15.0,u,GT3,T,2,1,at_home,other,home,mother,1,2.0,0.0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0.0,9.0,10.0,9.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,1,1,at_home,other,course,dad,1,2.0,0.0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0.0,13.0,14.0,15.0,student-por-dirty.csv
ms,m,17.0,r,LE3,T,1,2,at_home,services,reputation,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4.0,10.0,11.0,11.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,1,1,other,other,home,father,4,4.0,0.0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0.0,13.0,10.0,13.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,1,1,at_home,other,other,father,4,3.0,0.0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2.0,10.0,9.0,10.0,student-por-dirty.csv
ms,f,15.0,r,GT3,T,1,1,at_home,other,home,father,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1.0,11.0,10.0,11.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,1,1,at_home,other,other,mother,2,1.0,0.0,no,no,no,yes,yes,y,yes,yes,4,2,2,4,3,2,0.0,13.0,12.0,14.0,student-por-dirty.csv
ms,f,15.0,r,GT3,T,1,1,at_home,at_home,course,father,3,2.0,0.0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0.0,13.0,14.0,14.0,student-por-dirty.csv
ms,f,15.0,r,LE3,T,2,2,other,other,other,Father,1,3.0,0.0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2.0,14.0,11.0,12.0,student-por-dirty.csv
ms,m,16.0,r,GT3,T,1,1,at_home,other,other,father,2,1.0,0.0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6.0,11.0,11.0,11.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,1,2,other,other,course,father,1,2.0,1.0,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9.0,9.0,8.0,8.0,student-por-dirty.csv
ms,m,15.0,u,GT3,T,3,1,other,services,home,mother,2,1.0,0.0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0.0,10.0,9.0,11.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,2,2,other,services,course,father,3,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1.0,14.0,13.0,14.0,student-por-dirty.csv
ms,m,15.0,u,GT3,T,2,2,health,other,reputation,mother,3,1.0,0.0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1.0,13.0,12.0,13.0,student-por-dirty.csv
ms,m,16.0,u,GT3,T,4,4,other,teacher,course,father,1,2.0,0.0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0.0,13.0,12.0,13.0,student-por-dirty.csv
ms,f,15.0,r,GT3,T,3,3,services,other,reputation,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4.0,13.0,12.0,12.0,student-por-dirty.csv
nan,f,16.0,r,GT3,T,2,2,at_home,other,course,mother,2,2.0,1.0,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2.0,12.0,11.0,12.0,student-por-dirty.csv
ms,f,16.0,r,LE3,T,2,2,other,other,home,father,3,1.0,0.0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0.0,14.0,14.0,16.0,student-por-dirty.csv
ms,m,16.0,u,LE3,T,2,1,at_home,services,course,mother,2,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4.0,10.0,8.0,10.0,student-por-dirty.csv
ms,m,15.0,r,LE3,T,1,3,at_home,other,reputation,father,3,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2.0,10.0,11.0,11.0,student-por-dirty.csv
ms,f,15.0,u,GT3,T,2,2,other,services,course,mother,2,3.0,0.0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0.0,12.0,13.0,14.0,student-por-dirty.csv
ms,f,16.0,nan,LE3,T,2,1,other,other,home,mother,1,1.0,0.0,no,yes,no,no,yes,nan,yes,yes,5,4,3,1,1,5,2.0,10.0,8.0,8.0,student-por-dirty.csv
ms,m,15.0,u,GT3,T,3,3,services,services,course,father,2,1.0,0.0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11.0,12.0,10.0,11.0,student-por-dirty.csv
nan,f,16.0,r,GT3,T,1,1,at_home,other,course,father,2,2.0,3.0,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0.0,7.0,7.0,8.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,2,2,other,at_home,course,mother,1,1.0,0.0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4.0,9.0,9.0,10.0,student-por-dirty.csv
ms,f,19.0,u,GT3,T,2,3,at_home,services,course,other,1,1.0,1.0,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0.0,9.0,9.0,10.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,2,1,at_home,other,course,mother,3,1.0,0.0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2.0,9.0,10.0,11.0,student-por-dirty.csv
ms,f,15.0,r,LE3,T,1,1,at_home,other,course,mother,2,1.0,0.0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0.0,9.0,10.0,9.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,2,2,other,other,course,father,3,2.0,0.0,no,yes,no,no,yes,nan,yes,no,3,4,5,1,2,1,1.0,9.0,10.0,11.0,student-por-dirty.csv
ms,f,16.0,u,LE3,A,2,2,other,other,home,mother,1,1.0,0.0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6.0,7.0,7.0,8.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,2,2,at_home,other,course,mother,2,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0.0,11.0,10.0,11.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,2,2,other,services,course,father,1,1.0,1.0,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1.0,9.0,10.0,10.0,student-por-dirty.csv
ms,f,18.0,r,LE3,A,3,2,other,other,course,other,2,3.0,2.0,no,yes,no,no,no,nan,no,yes,3,3,2,1,1,2,6.0,7.0,9.0,10.0,student-por-dirty.csv
ms,f,19.0,u,GT3,T,1,1,other,services,course,mother,1,3.0,1.0,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6.0,7.0,9.0,9.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,1,1,other,other,home,mother,2,1.0,1.0,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0.0,8.0,9.0,10.0,student-por-dirty.csv
ms,f,18.0,r,GT3,T,1,1,at_home,at_home,course,mother,2,1.0,1.0,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4.0,9.0,11.0,10.0,student-por-dirty.csv
ms,f,19.0,u,GT3,T,1,1,other,other,course,other,2,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12.0,7.0,8.0,9.0,student-por-dirty.csv
ms,f,16.0,nan,GT3,A,2,2,health,other,course,mother,1,2.0,0.0,no,no,no,no,no,nan,no,yes,3,3,2,1,1,3,2.0,8.0,10.0,10.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,0,1,other,at_home,course,father,2,1.0,0.0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5.0,9.0,9.0,10.0,student-por-dirty.csv
ms,f,16.0,r,LE3,T,1,2,at_home,other,course,mother,1,2.0,0.0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0.0,8.0,9.0,9.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,3,3,other,other,reputation,mother,1,1.0,0.0,no,no,no,yes,yes,n,yes,yes,4,5,4,1,1,4,0.0,14.0,13.0,13.0,student-por-dirty.csv
ms,f,16.0,r,LE3,T,1,1,services,services,home,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2.0,14.0,14.0,14.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,3,3,services,at_home,course,mother,2,4.0,1.0,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0.0,10.0,11.0,10.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,2,1,other,services,course,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0.0,14.0,13.0,14.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,2,2,services,other,course,mother,1,1.0,0.0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0.0,17.0,16.0,16.0,student-por-dirty.csv
nan,m,17.0,u,GT3,T,1,2,other,other,course,father,1,1.0,1.0,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12.0,6.0,7.0,7.0,student-por-dirty.csv
ms,m,16.0,u,LE3,T,4,3,other,other,course,father,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8.0,14.0,12.0,13.0,student-por-dirty.csv
ms,m,17.0,r,LE3,T,2,2,services,services,other,mother,3,4.0,1.0,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2.0,10.0,8.0,9.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,1,1,other,other,course,other,1,4.0,0.0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0.0,14.0,14.0,14.0,student-por-dirty.csv
ms,f,19.0,u,LE3,T,2,2,other,other,home,mother,1,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0.0,12.0,13.0,13.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,1,1,at_home,other,reputation,mother,2,1.0,0.0,no,yes,no,yes,no,yes,nan,yes,4,4,5,1,2,5,0.0,11.0,11.0,11.0,student-por-dirty.csv
ms,f,20.0,u,GT3,T,3,3,at_home,services,other,mother,2,2.0,1.0,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8.0,11.0,9.0,10.0,student-por-dirty.csv
ms,f,17.0,u,LE3,T,1,1,other,services,course,father,1,3.0,0.0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0.0,11.0,11.0,10.0,student-por-dirty.csv
ms,m,17.0,r,GT3,T,2,2,other,other,course,mother,3,1.0,1.0,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0.0,10.0,9.0,9.0,student-por-dirty.csv
ms,f,16.0,r,LE3,T,1,1,at_home,other,course,father,3,2.0,0.0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0.0,16.0,17.0,18.0,student-por-dirty.csv
nan,f,17.0,r,GT3,T,2,2,other,other,reputation,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0.0,15.0,17.0,17.0,student-por-dirty.csv
ms,f,17.0,u,GT3,A,1,0,other,other,other,mother,2,2.0,0.0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1.0,11.0,9.0,10.0,student-por-dirty.csv
ms,f,18.0,r,GT3,T,1,1,at_home,other,other,mother,1,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9.0,7.0,7.0,7.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,3,1,other,other,course,mother,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0.0,8.0,6.0,8.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,3,2,services,at_home,course,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2.0,7.0,6.0,7.0,student-por-dirty.csv
ms,f,18.0,u,LE3,T,1,1,other,at_home,reputation,mother,2,2.0,0.0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8.0,9.0,8.0,10.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,4,4,health,teacher,reputation,father,1,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0.0,14.0,16.0,16.0,student-por-dirty.csv
ms,f,16.0,r,LE3,T,1,2,other,other,reputation,mother,2,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0.0,14.0,14.0,15.0,student-por-dirty.csv
ms,f,18.0,u,GT3,A,2,4,other,services,reputation,father,1,2.0,1.0,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8.0,8.0,5.0,8.0,student-por-dirty.csv
ms,m,16.0,r,GT3,T,2,1,other,services,reputation,mother,2,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0.0,8.0,7.0,0.0,student-por-dirty.csv
ms,f,16.0,u,LE3,T,1,1,at_home,other,other,mother,3,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6.0,6.0,8.0,8.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,2,3,at_home,services,other,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0.0,8.0,10.0,10.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,4,4,health,health,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4.0,8.0,8.0,8.0,student-por-dirty.csv
ms,male,18.0,u,LE3,T,4,4,at_home,health,home,mother,1,4.0,0.0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2.0,5.0,6.0,6.0,student-por-dirty.csv
ms,f,16.0,r,LE3,T,3,4,at_home,other,other,mother,3,2.0,0.0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2.0,7.0,9.0,8.0,student-por-dirty.csv
ms,m,17.0,u,LE3,T,4,4,other,services,home,mother,1,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0.0,15.0,14.0,16.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,4,1,other,other,other,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1.0,13.0,14.0,14.0,student-por-dirty.csv
ms,m,16.0,u,LE3,T,2,2,services,services,other,mother,4,3.0,0.0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0.0,10.0,9.0,10.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,2,2,at_home,other,other,mother,1,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5.0,9.0,9.0,9.0,student-por-dirty.csv
ms,f,16.0,u,LE3,T,4,4,services,services,other,father,2,1.0,0.0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1.0,11.0,11.0,11.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,3,3,services,other,home,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8.0,7.0,10.0,9.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,1,1,at_home,services,other,mother,3,2.0,0.0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0.0,10.0,10.0,10.0,student-por-dirty.csv
ms,m,16.0,u,GT3,T,2,1,health,services,other,mother,2,2.0,0.0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2.0,9.0,7.0,8.0,student-por-dirty.csv
ms,f,16.0,u,LE3,T,2,1,other,services,other,mother,1,2.0,0.0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0.0,14.0,15.0,16.0,student-por-dirty.csv
nan,m,16.0,u,LE3,T,4,4,teacher,health,other,father,1,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0.0,11.0,12.0,12.0,student-por-dirty.csv
ms,m,15.0,r,GT3,T,1,2,other,services,course,mother,3,2.0,0.0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11.0,9.0,11.0,10.0,student-por-dirty.csv
ms,m,15.0,u,LE3,A,2,2,other,other,reputation,mother,3,4.0,0.0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8.0,13.0,14.0,14.0,student-por-dirty.csv
mousinho da silveira,m,15.0,u,LE3,A,2,1,services,services,course,mother,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11.0,12.0,13.0,12.0,student-por-dirty.csv
nan,f,16.0,r,LE3,T,2,2,other,other,course,mother,1,3.0,0.0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2.0,11.0,11.0,11.0,student-por-dirty.csv
ms,f,16.0,u,LE3,T,4,1,other,other,home,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8.0,9.0,10.0,10.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,3,2,at_home,other,home,mother,2,1.0,0.0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5.0,9.0,11.0,11.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,2,2,other,other,other,mother,2,2.0,0.0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0.0,11.0,9.0,11.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,4,4,teacher,services,course,mother,2,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1.0,10.0,11.0,12.0,student-por-dirty.csv
ms,m,17.0,r,GT3,T,4,4,health,other,course,father,3,1.0,3.0,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2.0,9.0,9.0,8.0,student-por-dirty.csv
ms,m,17.0,r,LE3,T,1,3,other,other,course,father,2,1.0,0.0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2.0,12.0,11.0,12.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,3,4,services,other,other,mother,1,2.0,1.0,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8.0,8.0,9.0,8.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,4,4,health,health,course,father,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0.0,13.0,15.0,16.0,student-por-dirty.csv
ms,m,16.0,r,LE3,T,4,1,other,at_home,other,father,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0.0,10.0,11.0,11.0,student-por-dirty.csv
ms,f,17.0,u,GT3,A,1,1,at_home,at_home,other, mother ,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2.0,11.0,10.0,11.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,4,2,other,other,course,mother,2,2.0,0.0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0.0,17.0,18.0,18.0,student-por-dirty.csv
ms,m,16.0,u,LE3,A,2,2,other,services,course,father,2,2.0,0.0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0.0,12.0,13.0,13.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,3,2,other,other,other,father,2,2.0,0.0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0.0,13.0,14.0,13.0,student-por-dirty.csv
ms,m,19.0,u,GT3,T,1,1,other,other,other,mother,1,2.0,2.0,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2.0,9.0,9.0,10.0,student-por-dirty.csv
ms,m,17.0,u,LE3,A,1,0,other,other,home,mother,1,1.0,0.0,no,no,no,no,yes,nan,no,yes,4,1,2,1,1,5,4.0,11.0,11.0,12.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,1,1,at_home,at_home,course,father,2,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3.0,10.0,11.0,10.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,1,2,other,other,home,father,1,3.0,0.0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5.0,13.0,14.0,13.0,student-por-dirty.csv
ms,m,16.0,r,LE3,T,1,2,other,at_home,course,mother,1,1.0,0.0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4.0,9.0,10.0,11.0,student-por-dirty.csv
nan,f,17.0,nan,GT3,T,3,1,other,other,course,mother,2,2.0,3.0,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2.0,7.0,9.0,10.0,student-por-dirty.csv
ms,m,17.0,r,GT3,T,2,2,other,other,course,mother,2,1.0,0.0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0.0,8.0,13.0,10.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,1,0,at_home,at_home,course,other,3,1.0,1.0,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0.0,12.0,12.0,13.0,student-por-dirty.csv
ms,male,17.0,r,GT3,T,1,1,other,services,course,mother,2,1.0,0.0,no,yes,no,yes,no,yes,nan,yes,4,5,5,1,3,2,0.0,10.0,9.0,10.0,student-por-dirty.csv
ms,m,18.0,nan,LE3,T,1,1,at_home,at_home,course,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6.0,10.0,9.0,10.0,student-por-dirty.csv
ms,f,16.0,r,LE3,T,2,2,other,services,course,father,1,2.0,0.0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0.0,11.0,13.0,12.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,2,2,other,other,course,mother,1,1.0,1.0,no,no,no,yes,yes,yes,n,yes,1,2,1,2,3,5,0.0,7.0,0.0,0.0,student-por-dirty.csv
